,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
14010,24.0,74.0,67.0,1978.0,231.0,438.0,0.527,19.0,57.0,0.33299999999999996,104.0,146.0,0.7120000000000001,84.0,312.0,396.0,202.0,115.0,60.0,94.0,114.0,585.0
14011,25.0,43.0,40.0,1282.0,150.0,276.0,0.5429999999999999,9.0,34.0,0.265,37.0,64.0,0.578,48.0,203.0,251.0,128.0,54.0,37.0,58.0,112.0,346.0
14012,26.0,59.0,20.0,1140.0,138.0,280.0,0.493,16.0,62.0,0.258,43.0,66.0,0.652,54.0,203.0,257.0,132.0,46.0,31.0,55.0,85.0,335.0
14039,26.0,64.0,55.0,1862.0,141.0,321.0,0.439,82.0,211.0,0.389,36.0,49.0,0.735,22.0,317.0,339.0,163.0,47.0,28.0,50.0,180.0,400.0
14164,22.0,64.0,59.0,1813.0,320.0,676.0,0.473,30.0,118.0,0.254,102.0,141.0,0.723,35.0,178.0,213.0,334.0,83.0,10.0,131.0,126.0,772.0
14190,23.0,72.0,22.0,1324.0,246.0,465.0,0.529,4.0,15.0,0.267,91.0,125.0,0.728,170.0,332.0,502.0,96.0,41.0,36.0,100.0,150.0,587.0
14208,26.0,26.0,19.0,802.0,96.0,190.0,0.505,7.0,29.0,0.24100000000000002,43.0,55.0,0.782,52.0,136.0,188.0,71.0,22.0,15.0,38.0,66.0,242.0
14209,26.0,67.0,22.0,1487.0,156.0,343.0,0.455,24.0,84.0,0.28600000000000003,65.0,85.0,0.765,93.0,232.0,325.0,141.0,32.0,27.0,66.0,131.0,401.0
14210,27.0,78.0,78.0,2360.0,247.0,566.0,0.436,105.0,291.0,0.361,62.0,85.0,0.7290000000000001,85.0,288.0,373.0,333.0,58.0,46.0,83.0,189.0,661.0
14255,25.0,44.0,35.0,687.0,100.0,190.0,0.526,0.0,0.0,0.0,39.0,57.0,0.684,53.0,126.0,179.0,22.0,15.0,42.0,53.0,86.0,239.0
14257,27.0,82.0,30.0,1770.0,285.0,545.0,0.523,4.0,24.0,0.16699999999999998,196.0,260.0,0.754,171.0,357.0,528.0,62.0,27.0,100.0,122.0,213.0,770.0
14258,28.0,35.0,35.0,897.0,117.0,232.0,0.504,2.0,6.0,0.33299999999999996,63.0,86.0,0.733,91.0,181.0,272.0,16.0,15.0,41.0,47.0,114.0,299.0
14259,28.0,46.0,45.0,1149.0,197.0,334.0,0.59,0.0,0.0,0.0,92.0,130.0,0.708,112.0,207.0,319.0,39.0,18.0,56.0,69.0,113.0,486.0
14260,28.0,81.0,80.0,2046.0,314.0,566.0,0.555,2.0,6.0,0.33299999999999996,155.0,216.0,0.718,203.0,388.0,591.0,55.0,33.0,97.0,116.0,227.0,785.0
14261,29.0,76.0,48.0,1326.0,203.0,359.0,0.565,1.0,7.0,0.14300000000000002,68.0,95.0,0.716,110.0,227.0,337.0,33.0,22.0,57.0,71.0,159.0,475.0
14262,30.0,54.0,52.0,1104.0,169.0,328.0,0.515,0.0,1.0,0.0,63.0,78.0,0.8079999999999999,104.0,160.0,264.0,43.0,16.0,31.0,72.0,133.0,401.0
14286,24.0,42.0,40.0,1264.0,235.0,584.0,0.402,56.0,173.0,0.324,187.0,222.0,0.8420000000000001,10.0,67.0,77.0,137.0,45.0,8.0,117.0,75.0,713.0
14287,25.0,64.0,64.0,2057.0,356.0,817.0,0.436,101.0,258.0,0.391,175.0,223.0,0.785,30.0,135.0,165.0,208.0,74.0,12.0,134.0,114.0,988.0
14288,26.0,61.0,60.0,2018.0,285.0,694.0,0.41100000000000003,141.0,315.0,0.44799999999999995,107.0,133.0,0.805,28.0,131.0,159.0,229.0,50.0,14.0,122.0,145.0,818.0
14289,27.0,45.0,44.0,1481.0,231.0,552.0,0.418,113.0,294.0,0.384,111.0,125.0,0.888,10.0,89.0,99.0,121.0,43.0,14.0,73.0,98.0,686.0
14291,29.0,69.0,30.0,2154.0,415.0,970.0,0.428,218.0,608.0,0.359,195.0,241.0,0.809,25.0,145.0,170.0,154.0,44.0,27.0,130.0,116.0,1243.0
14292,30.0,68.0,53.0,2158.0,384.0,938.0,0.409,216.0,600.0,0.36,119.0,152.0,0.7829999999999999,17.0,131.0,148.0,129.0,41.0,27.0,90.0,143.0,1103.0
14303,27.0,76.0,76.0,2294.0,374.0,748.0,0.5,183.0,386.0,0.474,110.0,133.0,0.8270000000000001,52.0,239.0,291.0,181.0,38.0,17.0,121.0,182.0,1041.0
14304,28.0,63.0,63.0,1946.0,332.0,705.0,0.47100000000000003,152.0,369.0,0.41200000000000003,62.0,83.0,0.747,60.0,212.0,272.0,130.0,38.0,16.0,93.0,138.0,878.0
14313,30.0,47.0,33.0,1372.0,266.0,597.0,0.446,0.0,0.0,0.0,84.0,107.0,0.785,89.0,275.0,364.0,101.0,25.0,77.0,129.0,106.0,616.0
14314,31.0,66.0,52.0,1363.0,313.0,617.0,0.507,0.0,1.0,0.0,67.0,85.0,0.7879999999999999,97.0,275.0,372.0,51.0,29.0,52.0,103.0,141.0,693.0
14328,22.0,66.0,58.0,2015.0,267.0,586.0,0.456,55.0,159.0,0.34600000000000003,193.0,232.0,0.8320000000000001,59.0,171.0,230.0,207.0,53.0,41.0,109.0,106.0,782.0
14329,23.0,72.0,27.0,2104.0,336.0,773.0,0.435,102.0,246.0,0.415,243.0,294.0,0.8270000000000001,51.0,174.0,225.0,213.0,58.0,38.0,120.0,125.0,1017.0
14330,24.0,77.0,77.0,2800.0,426.0,1032.0,0.413,85.0,280.0,0.304,311.0,381.0,0.816,62.0,329.0,391.0,400.0,110.0,40.0,212.0,155.0,1248.0
14331,25.0,76.0,76.0,2618.0,484.0,1087.0,0.445,120.0,330.0,0.364,375.0,462.0,0.812,54.0,319.0,373.0,313.0,108.0,30.0,206.0,131.0,1463.0
14332,26.0,80.0,80.0,2893.0,521.0,1202.0,0.433,143.0,410.0,0.349,393.0,477.0,0.8240000000000001,61.0,336.0,397.0,296.0,95.0,27.0,202.0,183.0,1578.0
14333,27.0,73.0,73.0,2516.0,545.0,1156.0,0.47100000000000003,149.0,374.0,0.39799999999999996,362.0,429.0,0.8440000000000001,49.0,345.0,394.0,252.0,73.0,20.0,140.0,117.0,1601.0
14335,29.0,72.0,18.0,1863.0,296.0,635.0,0.466,77.0,231.0,0.33299999999999996,156.0,187.0,0.8340000000000001,51.0,271.0,322.0,244.0,62.0,23.0,105.0,104.0,825.0
14336,30.0,45.0,45.0,1501.0,305.0,607.0,0.502,74.0,189.0,0.392,94.0,111.0,0.847,45.0,249.0,294.0,185.0,35.0,20.0,79.0,81.0,778.0
14346,27.0,65.0,65.0,2370.0,357.0,740.0,0.48200000000000004,1.0,12.0,0.083,237.0,317.0,0.748,120.0,459.0,579.0,204.0,62.0,121.0,121.0,201.0,952.0
14347,28.0,80.0,80.0,2796.0,429.0,869.0,0.494,1.0,14.0,0.071,268.0,316.0,0.848,184.0,438.0,622.0,318.0,80.0,139.0,157.0,255.0,1127.0
14348,29.0,59.0,59.0,1970.0,336.0,711.0,0.473,2.0,11.0,0.182,185.0,241.0,0.768,84.0,340.0,424.0,215.0,59.0,76.0,111.0,150.0,859.0
14349,30.0,81.0,81.0,2687.0,530.0,1072.0,0.494,3.0,17.0,0.17600000000000002,350.0,440.0,0.795,115.0,515.0,630.0,307.0,70.0,131.0,176.0,208.0,1413.0
14350,31.0,52.0,52.0,1791.0,328.0,707.0,0.46399999999999997,2.0,3.0,0.667,203.0,245.0,0.8290000000000001,58.0,304.0,362.0,196.0,50.0,70.0,118.0,141.0,861.0
14351,32.0,74.0,74.0,2531.0,532.0,1160.0,0.45899999999999996,104.0,268.0,0.38799999999999996,278.0,332.0,0.8370000000000001,60.0,404.0,464.0,338.0,67.0,99.0,166.0,171.0,1446.0
14352,33.0,73.0,73.0,2408.0,434.0,1033.0,0.42,109.0,320.0,0.341,281.0,337.0,0.8340000000000001,78.0,514.0,592.0,305.0,54.0,101.0,194.0,185.0,1258.0
14353,34.0,53.0,53.0,1788.0,303.0,683.0,0.444,76.0,221.0,0.344,152.0,201.0,0.7559999999999999,56.0,399.0,455.0,248.0,60.0,63.0,119.0,147.0,834.0
14354,34.0,26.0,19.0,648.0,87.0,187.0,0.465,23.0,52.0,0.442,40.0,52.0,0.769,24.0,148.0,172.0,101.0,24.0,23.0,36.0,70.0,237.0
14355,34.0,79.0,72.0,2436.0,390.0,870.0,0.44799999999999995,99.0,273.0,0.363,192.0,253.0,0.759,80.0,547.0,627.0,349.0,84.0,86.0,155.0,217.0,1071.0
14356,35.0,36.0,35.0,990.0,99.0,236.0,0.419,51.0,127.0,0.402,26.0,36.0,0.722,29.0,199.0,228.0,124.0,28.0,33.0,43.0,101.0,275.0
14370,25.0,82.0,74.0,2293.0,275.0,642.0,0.428,70.0,200.0,0.35,100.0,124.0,0.8059999999999999,109.0,221.0,330.0,77.0,57.0,37.0,98.0,217.0,720.0
14371,26.0,82.0,36.0,2337.0,269.0,602.0,0.447,94.0,246.0,0.382,152.0,184.0,0.826,116.0,187.0,303.0,75.0,61.0,38.0,79.0,211.0,784.0
14372,27.0,54.0,40.0,1287.0,140.0,350.0,0.4,76.0,187.0,0.406,29.0,36.0,0.8059999999999999,23.0,116.0,139.0,67.0,33.0,14.0,42.0,98.0,385.0
14373,27.0,26.0,18.0,456.0,32.0,96.0,0.33299999999999996,20.0,54.0,0.37,11.0,16.0,0.688,10.0,45.0,55.0,18.0,14.0,7.0,13.0,55.0,95.0
14374,27.0,80.0,58.0,1744.0,172.0,446.0,0.386,96.0,241.0,0.39799999999999996,40.0,52.0,0.769,33.0,161.0,194.0,85.0,47.0,21.0,55.0,153.0,480.0
14467,21.0,64.0,28.0,1368.0,200.0,402.0,0.498,22.0,54.0,0.40700000000000003,62.0,78.0,0.795,34.0,81.0,115.0,87.0,43.0,12.0,75.0,109.0,484.0
14468,22.0,50.0,50.0,1435.0,192.0,478.0,0.402,40.0,126.0,0.317,37.0,49.0,0.755,30.0,81.0,111.0,104.0,64.0,19.0,72.0,129.0,461.0
14469,23.0,60.0,58.0,1855.0,361.0,825.0,0.43799999999999994,79.0,200.0,0.395,90.0,112.0,0.804,48.0,178.0,226.0,85.0,63.0,11.0,96.0,145.0,891.0
14470,24.0,77.0,77.0,2428.0,434.0,1013.0,0.428,124.0,352.0,0.35200000000000004,79.0,100.0,0.79,46.0,195.0,241.0,135.0,82.0,15.0,109.0,177.0,1071.0
14471,25.0,76.0,72.0,2536.0,456.0,1019.0,0.447,147.0,407.0,0.361,96.0,123.0,0.78,48.0,172.0,220.0,158.0,117.0,19.0,109.0,164.0,1155.0
14472,26.0,55.0,55.0,1835.0,359.0,775.0,0.46299999999999997,108.0,277.0,0.39,68.0,93.0,0.731,65.0,269.0,334.0,122.0,68.0,11.0,88.0,141.0,894.0
14473,27.0,40.0,40.0,1268.0,233.0,570.0,0.409,74.0,194.0,0.381,61.0,80.0,0.763,19.0,75.0,94.0,83.0,46.0,7.0,93.0,80.0,601.0
14475,27.0,46.0,46.0,1433.0,259.0,625.0,0.414,75.0,203.0,0.369,63.0,82.0,0.768,22.0,94.0,116.0,94.0,51.0,8.0,101.0,92.0,656.0
14476,28.0,49.0,49.0,1463.0,161.0,420.0,0.38299999999999995,58.0,172.0,0.337,20.0,25.0,0.8,35.0,96.0,131.0,96.0,27.0,16.0,61.0,133.0,400.0
14478,28.0,63.0,63.0,1905.0,248.0,608.0,0.408,86.0,245.0,0.35100000000000003,43.0,50.0,0.86,43.0,132.0,175.0,152.0,41.0,16.0,89.0,167.0,625.0
14479,29.0,49.0,44.0,1186.0,170.0,383.0,0.444,63.0,173.0,0.364,20.0,24.0,0.833,18.0,97.0,115.0,63.0,43.0,5.0,47.0,110.0,423.0
14571,30.0,56.0,46.0,1469.0,287.0,657.0,0.43700000000000006,16.0,55.0,0.29100000000000004,176.0,208.0,0.846,130.0,233.0,363.0,144.0,46.0,34.0,109.0,112.0,766.0
14706,38.0,62.0,62.0,1961.0,295.0,555.0,0.532,55.0,141.0,0.39,127.0,142.0,0.894,26.0,160.0,186.0,664.0,38.0,8.0,229.0,53.0,772.0
14707,39.0,50.0,50.0,1627.0,236.0,475.0,0.49700000000000005,57.0,130.0,0.43799999999999994,107.0,116.0,0.922,26.0,116.0,142.0,333.0,30.0,5.0,126.0,70.0,636.0
14759,21.0,50.0,31.0,984.0,100.0,256.0,0.391,29.0,95.0,0.305,21.0,28.0,0.75,25.0,109.0,134.0,159.0,68.0,23.0,75.0,113.0,250.0
14762,24.0,70.0,49.0,1956.0,299.0,756.0,0.396,167.0,446.0,0.374,178.0,217.0,0.82,65.0,251.0,316.0,105.0,97.0,31.0,128.0,189.0,943.0
14763,25.0,67.0,49.0,1903.0,274.0,712.0,0.385,170.0,482.0,0.353,140.0,177.0,0.7909999999999999,65.0,354.0,419.0,97.0,105.0,40.0,143.0,232.0,858.0
14764,26.0,67.0,67.0,2119.0,292.0,732.0,0.39899999999999997,137.0,412.0,0.33299999999999996,143.0,174.0,0.8220000000000001,92.0,344.0,436.0,102.0,127.0,69.0,131.0,203.0,864.0
14765,27.0,80.0,80.0,2531.0,345.0,836.0,0.413,203.0,550.0,0.369,116.0,136.0,0.853,55.0,378.0,433.0,156.0,137.0,72.0,126.0,238.0,1009.0
14767,28.0,22.0,22.0,763.0,106.0,245.0,0.433,55.0,148.0,0.37200000000000005,51.0,66.0,0.773,21.0,105.0,126.0,32.0,50.0,24.0,25.0,81.0,318.0
14768,28.0,35.0,35.0,1203.0,156.0,362.0,0.431,85.0,225.0,0.37799999999999995,68.0,89.0,0.764,28.0,165.0,193.0,46.0,74.0,47.0,47.0,126.0,465.0
14769,29.0,48.0,47.0,1411.0,216.0,496.0,0.435,108.0,312.0,0.34600000000000003,75.0,94.0,0.7979999999999999,36.0,251.0,287.0,56.0,80.0,45.0,73.0,148.0,615.0
14771,29.0,62.0,60.0,1867.0,280.0,648.0,0.43200000000000005,148.0,424.0,0.349,86.0,108.0,0.7959999999999999,54.0,343.0,397.0,74.0,95.0,80.0,93.0,196.0,794.0
14772,21.0,42.0,23.0,568.0,88.0,209.0,0.42100000000000004,0.0,1.0,0.0,29.0,52.0,0.5579999999999999,54.0,86.0,140.0,16.0,16.0,20.0,36.0,84.0,205.0
14816,28.0,66.0,27.0,1652.0,155.0,339.0,0.457,1.0,10.0,0.1,29.0,47.0,0.617,70.0,186.0,256.0,50.0,46.0,37.0,35.0,101.0,340.0
14817,29.0,80.0,46.0,1971.0,186.0,412.0,0.451,55.0,174.0,0.316,57.0,82.0,0.695,57.0,179.0,236.0,77.0,42.0,33.0,41.0,173.0,484.0
14818,30.0,66.0,35.0,1649.0,174.0,359.0,0.485,71.0,181.0,0.392,16.0,27.0,0.593,56.0,221.0,277.0,37.0,39.0,28.0,28.0,100.0,435.0
14819,31.0,51.0,24.0,1115.0,99.0,225.0,0.44,35.0,108.0,0.324,20.0,36.0,0.556,50.0,143.0,193.0,26.0,27.0,16.0,16.0,75.0,253.0
14821,31.0,73.0,25.0,1562.0,164.0,364.0,0.451,58.0,168.0,0.345,31.0,52.0,0.596,78.0,220.0,298.0,48.0,39.0,30.0,33.0,111.0,417.0
14822,32.0,64.0,21.0,928.0,75.0,158.0,0.475,30.0,65.0,0.462,14.0,18.0,0.778,48.0,140.0,188.0,50.0,27.0,13.0,22.0,71.0,194.0
14851,27.0,79.0,32.0,1673.0,147.0,354.0,0.415,72.0,202.0,0.35600000000000004,30.0,40.0,0.75,22.0,153.0,175.0,182.0,72.0,10.0,98.0,124.0,396.0
14853,29.0,82.0,26.0,1972.0,204.0,451.0,0.452,123.0,279.0,0.441,50.0,68.0,0.735,23.0,238.0,261.0,225.0,96.0,8.0,107.0,163.0,581.0
14854,30.0,82.0,81.0,2579.0,335.0,718.0,0.467,204.0,464.0,0.44,66.0,83.0,0.795,24.0,320.0,344.0,392.0,90.0,20.0,159.0,178.0,940.0
14855,31.0,82.0,82.0,2568.0,359.0,802.0,0.44799999999999995,189.0,483.0,0.391,87.0,123.0,0.7070000000000001,35.0,295.0,330.0,469.0,98.0,20.0,193.0,180.0,994.0
14856,32.0,64.0,37.0,1916.0,218.0,494.0,0.441,123.0,310.0,0.397,65.0,84.0,0.774,23.0,233.0,256.0,331.0,57.0,9.0,124.0,135.0,624.0
14921,20.0,57.0,34.0,562.0,83.0,181.0,0.45899999999999996,28.0,74.0,0.37799999999999995,32.0,49.0,0.653,40.0,74.0,114.0,23.0,10.0,26.0,17.0,84.0,226.0
14937,29.0,62.0,62.0,2061.0,241.0,355.0,0.679,0.0,2.0,0.0,217.0,315.0,0.6890000000000001,212.0,400.0,612.0,56.0,56.0,89.0,102.0,186.0,699.0
14938,30.0,66.0,66.0,2164.0,255.0,400.0,0.637,0.0,0.0,0.0,179.0,258.0,0.6940000000000001,269.0,434.0,703.0,62.0,42.0,75.0,87.0,188.0,689.0
14939,31.0,55.0,55.0,1662.0,191.0,322.0,0.593,0.0,1.0,0.0,98.0,155.0,0.632,159.0,370.0,529.0,59.0,36.0,63.0,71.0,145.0,480.0
14940,32.0,75.0,75.0,2286.0,293.0,440.0,0.6659999999999999,0.0,0.0,0.0,185.0,257.0,0.72,294.0,570.0,864.0,84.0,42.0,91.0,105.0,169.0,771.0
14941,33.0,66.0,60.0,1618.0,183.0,314.0,0.583,0.0,1.0,0.0,106.0,171.0,0.62,175.0,401.0,576.0,64.0,36.0,44.0,93.0,145.0,472.0
14942,34.0,47.0,46.0,1298.0,153.0,228.0,0.6709999999999999,0.0,0.0,0.0,91.0,124.0,0.7340000000000001,153.0,386.0,539.0,30.0,33.0,24.0,65.0,126.0,397.0
14943,35.0,46.0,46.0,1151.0,121.0,187.0,0.647,0.0,0.0,0.0,58.0,93.0,0.624,134.0,284.0,418.0,53.0,16.0,27.0,59.0,106.0,300.0
14999,22.0,72.0,18.0,1474.0,117.0,360.0,0.325,43.0,156.0,0.276,148.0,194.0,0.763,23.0,113.0,136.0,198.0,53.0,21.0,85.0,194.0,425.0
15000,23.0,56.0,46.0,1326.0,181.0,429.0,0.42200000000000004,47.0,142.0,0.331,124.0,159.0,0.78,23.0,108.0,131.0,177.0,38.0,26.0,81.0,138.0,533.0
15030,23.0,48.0,43.0,938.0,99.0,276.0,0.359,54.0,172.0,0.314,34.0,42.0,0.81,18.0,110.0,128.0,29.0,24.0,7.0,24.0,106.0,286.0
15032,23.0,66.0,52.0,1313.0,145.0,408.0,0.355,70.0,241.0,0.29,50.0,64.0,0.7809999999999999,25.0,149.0,174.0,38.0,32.0,11.0,41.0,137.0,410.0
15066,29.0,62.0,62.0,2062.0,391.0,941.0,0.41600000000000004,123.0,323.0,0.381,254.0,291.0,0.873,79.0,228.0,307.0,109.0,62.0,40.0,110.0,144.0,1159.0
15116,35.0,61.0,40.0,1542.0,223.0,542.0,0.41100000000000003,74.0,205.0,0.361,95.0,115.0,0.826,32.0,173.0,205.0,139.0,56.0,25.0,84.0,134.0,615.0
15141,25.0,66.0,26.0,1706.0,225.0,523.0,0.43,43.0,135.0,0.319,96.0,117.0,0.821,23.0,150.0,173.0,359.0,60.0,8.0,148.0,126.0,589.0
15142,26.0,78.0,78.0,2685.0,438.0,1012.0,0.433,83.0,243.0,0.342,124.0,154.0,0.805,43.0,294.0,337.0,704.0,66.0,6.0,247.0,190.0,1083.0
15143,27.0,18.0,18.0,465.0,65.0,150.0,0.433,16.0,50.0,0.32,30.0,32.0,0.938,5.0,29.0,34.0,95.0,6.0,1.0,27.0,38.0,176.0
15145,27.0,79.0,23.0,1779.0,277.0,658.0,0.42100000000000004,109.0,289.0,0.377,95.0,108.0,0.88,20.0,153.0,173.0,323.0,31.0,5.0,128.0,143.0,758.0
15146,28.0,82.0,29.0,1991.0,296.0,725.0,0.408,133.0,351.0,0.379,50.0,66.0,0.758,22.0,194.0,216.0,302.0,46.0,10.0,119.0,177.0,775.0
15162,32.0,74.0,60.0,2259.0,277.0,601.0,0.461,189.0,414.0,0.457,67.0,78.0,0.8590000000000001,23.0,270.0,293.0,146.0,70.0,37.0,70.0,170.0,810.0
15163,33.0,71.0,71.0,2408.0,289.0,609.0,0.475,185.0,392.0,0.47200000000000003,87.0,94.0,0.9259999999999999,22.0,260.0,282.0,208.0,70.0,24.0,102.0,147.0,850.0
15164,34.0,75.0,75.0,2418.0,292.0,600.0,0.48700000000000004,221.0,449.0,0.49200000000000005,106.0,118.0,0.898,15.0,289.0,304.0,196.0,52.0,42.0,107.0,140.0,911.0
15165,35.0,80.0,80.0,2401.0,268.0,617.0,0.434,158.0,397.0,0.39799999999999996,45.0,54.0,0.833,14.0,246.0,260.0,164.0,60.0,35.0,98.0,161.0,739.0
15166,36.0,32.0,21.0,894.0,108.0,246.0,0.439,65.0,159.0,0.409,24.0,27.0,0.889,0.0,89.0,89.0,75.0,23.0,13.0,40.0,47.0,305.0
15168,36.0,67.0,22.0,1753.0,239.0,515.0,0.46399999999999997,162.0,359.0,0.451,38.0,42.0,0.905,7.0,179.0,186.0,110.0,34.0,21.0,69.0,107.0,678.0
15217,27.0,54.0,24.0,1088.0,140.0,261.0,0.536,0.0,1.0,0.0,39.0,63.0,0.619,86.0,179.0,265.0,74.0,53.0,46.0,46.0,118.0,319.0
15243,32.0,41.0,35.0,858.0,105.0,243.0,0.43200000000000005,0.0,1.0,0.0,38.0,82.0,0.46299999999999997,89.0,159.0,248.0,65.0,21.0,52.0,57.0,115.0,248.0
15244,32.0,53.0,35.0,937.0,109.0,255.0,0.42700000000000005,0.0,1.0,0.0,41.0,87.0,0.47100000000000003,94.0,174.0,268.0,70.0,22.0,52.0,62.0,126.0,259.0
15288,23.0,55.0,38.0,859.0,103.0,205.0,0.502,1.0,7.0,0.14300000000000002,22.0,32.0,0.688,64.0,121.0,185.0,17.0,26.0,45.0,33.0,109.0,229.0
15290,25.0,80.0,79.0,2548.0,519.0,945.0,0.5489999999999999,79.0,214.0,0.369,237.0,302.0,0.785,124.0,425.0,549.0,248.0,73.0,52.0,154.0,241.0,1354.0
15291,26.0,53.0,53.0,1882.0,459.0,1000.0,0.45899999999999996,115.0,320.0,0.359,220.0,275.0,0.8,57.0,342.0,399.0,191.0,53.0,49.0,132.0,151.0,1253.0
15324,32.0,27.0,19.0,449.0,22.0,48.0,0.45799999999999996,0.0,0.0,0.0,11.0,18.0,0.611,29.0,109.0,138.0,6.0,4.0,16.0,22.0,66.0,55.0
15344,34.0,28.0,28.0,697.0,140.0,310.0,0.452,17.0,46.0,0.37,29.0,37.0,0.784,20.0,46.0,66.0,84.0,12.0,1.0,49.0,56.0,326.0
15345,35.0,50.0,45.0,1088.0,204.0,475.0,0.429,16.0,52.0,0.308,66.0,77.0,0.857,16.0,67.0,83.0,119.0,24.0,5.0,84.0,93.0,490.0
15477,37.0,51.0,51.0,1280.0,141.0,326.0,0.433,50.0,138.0,0.36200000000000004,35.0,56.0,0.625,10.0,128.0,138.0,120.0,38.0,7.0,50.0,65.0,367.0
15482,24.0,24.0,22.0,410.0,53.0,74.0,0.716,0.0,0.0,0.0,24.0,37.0,0.649,31.0,44.0,75.0,28.0,12.0,25.0,16.0,63.0,130.0
15483,24.0,55.0,27.0,887.0,121.0,178.0,0.68,2.0,9.0,0.222,62.0,84.0,0.738,74.0,132.0,206.0,35.0,26.0,40.0,28.0,149.0,306.0
15528,22.0,60.0,29.0,1240.0,205.0,458.0,0.44799999999999995,18.0,51.0,0.353,95.0,118.0,0.805,98.0,189.0,287.0,72.0,25.0,49.0,73.0,132.0,523.0
15568,19.0,78.0,77.0,2025.0,281.0,613.0,0.45799999999999996,2.0,9.0,0.222,140.0,187.0,0.7490000000000001,131.0,324.0,455.0,117.0,54.0,70.0,101.0,164.0,704.0
15569,20.0,62.0,62.0,1502.0,167.0,353.0,0.473,1.0,9.0,0.111,113.0,184.0,0.614,109.0,215.0,324.0,52.0,43.0,39.0,60.0,145.0,448.0
15570,21.0,55.0,52.0,1587.0,224.0,482.0,0.465,0.0,0.0,0.0,150.0,214.0,0.701,109.0,307.0,416.0,77.0,30.0,38.0,63.0,115.0,598.0
15572,23.0,81.0,81.0,2349.0,295.0,618.0,0.47700000000000004,1.0,9.0,0.111,152.0,194.0,0.784,156.0,409.0,565.0,114.0,81.0,77.0,56.0,187.0,743.0
15573,24.0,74.0,74.0,1850.0,282.0,560.0,0.504,0.0,2.0,0.0,117.0,171.0,0.684,84.0,218.0,302.0,71.0,51.0,32.0,53.0,143.0,681.0
15592,23.0,72.0,22.0,1412.0,159.0,371.0,0.429,73.0,197.0,0.371,44.0,55.0,0.8,31.0,145.0,176.0,62.0,32.0,11.0,48.0,86.0,435.0
15593,24.0,64.0,33.0,1301.0,126.0,339.0,0.37200000000000005,56.0,155.0,0.361,30.0,33.0,0.909,19.0,180.0,199.0,63.0,16.0,17.0,52.0,100.0,338.0
15594,25.0,80.0,80.0,2336.0,246.0,541.0,0.455,144.0,355.0,0.406,47.0,58.0,0.81,22.0,226.0,248.0,96.0,55.0,14.0,55.0,125.0,683.0
15595,26.0,75.0,59.0,2053.0,185.0,425.0,0.435,108.0,268.0,0.40299999999999997,38.0,48.0,0.792,9.0,132.0,141.0,98.0,47.0,28.0,36.0,115.0,516.0
15597,28.0,59.0,57.0,1641.0,170.0,382.0,0.445,102.0,254.0,0.402,32.0,32.0,1.0,9.0,102.0,111.0,127.0,32.0,15.0,31.0,101.0,474.0
15631,27.0,51.0,34.0,984.0,178.0,409.0,0.435,83.0,211.0,0.39299999999999996,64.0,75.0,0.853,18.0,85.0,103.0,52.0,46.0,15.0,44.0,103.0,503.0
15632,28.0,70.0,40.0,1841.0,329.0,827.0,0.39799999999999996,154.0,446.0,0.345,130.0,161.0,0.807,18.0,196.0,214.0,75.0,60.0,26.0,73.0,132.0,942.0
15633,29.0,64.0,24.0,1464.0,259.0,634.0,0.409,142.0,387.0,0.36700000000000005,93.0,124.0,0.75,25.0,150.0,175.0,63.0,53.0,29.0,70.0,142.0,753.0
15634,30.0,76.0,29.0,1776.0,281.0,647.0,0.434,169.0,409.0,0.413,84.0,93.0,0.903,30.0,199.0,229.0,48.0,46.0,25.0,40.0,151.0,815.0
15770,32.0,32.0,28.0,881.0,139.0,373.0,0.373,24.0,66.0,0.364,178.0,208.0,0.856,21.0,104.0,125.0,39.0,23.0,1.0,59.0,83.0,480.0
15851,29.0,82.0,23.0,2086.0,399.0,921.0,0.433,141.0,348.0,0.405,135.0,169.0,0.799,29.0,155.0,184.0,358.0,85.0,10.0,144.0,207.0,1074.0
15916,26.0,58.0,20.0,705.0,99.0,177.0,0.5589999999999999,0.0,0.0,0.0,57.0,76.0,0.75,67.0,161.0,228.0,13.0,22.0,46.0,32.0,109.0,255.0
15917,27.0,76.0,37.0,1330.0,161.0,259.0,0.622,0.0,0.0,0.0,65.0,93.0,0.6990000000000001,129.0,367.0,496.0,44.0,37.0,61.0,61.0,180.0,387.0
15918,28.0,62.0,46.0,1542.0,250.0,477.0,0.524,50.0,141.0,0.355,67.0,86.0,0.779,100.0,389.0,489.0,90.0,40.0,51.0,85.0,162.0,617.0
15919,29.0,64.0,52.0,1609.0,259.0,526.0,0.49200000000000005,83.0,217.0,0.382,92.0,113.0,0.8140000000000001,105.0,375.0,480.0,90.0,69.0,71.0,84.0,214.0,693.0
15922,30.0,44.0,18.0,774.0,102.0,255.0,0.4,22.0,107.0,0.20600000000000002,30.0,36.0,0.833,60.0,189.0,249.0,22.0,25.0,41.0,57.0,133.0,256.0
15961,19.0,38.0,19.0,754.0,92.0,236.0,0.39,28.0,98.0,0.28600000000000003,31.0,46.0,0.674,20.0,98.0,118.0,19.0,20.0,8.0,35.0,80.0,243.0
